date,Accelerometer (z) [m/s2],Accelerometer (x) [m/s2],Accelerometer (y) [m/s2],temperature [°C]
2021-02-24T10:13:29.275Z,7.842105263157895,-1.1507177033492824,-3.3708133971291865,25
2021-02-24T10:13:29.280Z,7.583732057416268,-2.3708133971291865,1.2775119617224882,25
2021-02-24T10:13:29.285Z,10.519138755980864,-4.576555023923445,-5.696172248803826,25
2021-02-24T10:13:29.290Z,11.688995215311005,-2.571770334928229,0.8827751196172249,25
2021-02-24T10:13:29.296Z,11.559808612440193,-0.916267942583732,-3.1555023923444976,25
2021-02-24T10:13:29.301Z,9.167464114832537,-1.9449760765550241,-2.8492822966507183,25
2021-02-24T10:13:29.306Z,4.861244019138756,-2.3373205741626792,-2.767942583732057,25
2021-02-24T10:13:29.312Z,6.966507177033493,-2.2224880382775116,-4.992822966507177,25
2021-02-24T10:13:29.317Z,10.956937799043065,-2.6698564593301435,2.631578947368421,25
2021-02-24T10:13:29.322Z,8.246411483253587,-0.3253588516746411,-5.026315789473684,25
2021-02-24T10:13:29.328Z,8.236842105263158,-2.3157894736842106,-0.21052631578947367,25
2021-02-24T10:13:29.333Z,5.545454545454546,-2.571770334928229,-2.7583732057416266,25
2021-02-24T10:13:29.338Z,6.569377990430622,-0.6124401913875598,-3.636363636363636,25
2021-02-24T10:13:29.344Z,13.016746411483258,-2.5119617224880377,2.4832535885167464,25
2021-02-24T10:13:29.349Z,9.296650717703347,-1.5430622009569377,-5.440191387559809,25
2021-02-24T10:13:29.354Z,8.334928229665072,-2.3588516746411483,-1.7727272727272727,25
2021-02-24T10:13:29.359Z,6.983253588516747,-1.8564593301435408,-4.145933014354067,25
2021-02-24T10:13:29.365Z,11.82775119617225,-1.4952153110047848,-5.167464114832536,25
2021-02-24T10:13:29.370Z,9.485645933014354,-5.466507177033494,4.2631578947368425,25
2021-02-24T10:13:29.375Z,0.6674641148325359,1.7679425837320577,-11.502392344497606,25
2021-02-24T10:13:29.381Z,11.851674641148325,-2.6052631578947367,6.509569377990432,25
2021-02-24T10:13:29.386Z,17.33492822966507,-5.105263157894737,-4.19377990430622,25
2021-02-24T10:13:29.391Z,9.770334928229666,0.23444976076555024,-2.779904306220096,25
2021-02-24T10:13:29.397Z,-0.5909090909090909,-1.9449760765550241,-3.863636363636364,25
2021-02-24T10:13:29.402Z,4.502392344497609,2.3133971291866033,-5.834928229665072,25
2021-02-24T10:13:29.407Z,22.959330143540672,-8.988038277511961,5.4330143540669855,25
2021-02-24T10:13:29.413Z,11.433014354066986,1.84688995215311,-4.617224880382776,25
2021-02-24T10:13:29.418Z,2.6387559808612444,-1.0287081339712918,-4.921052631578949,25
2021-02-24T10:13:29.423Z,6.098086124401914,-5.722488038277513,-2.0645933014354068,25
2021-02-24T10:13:29.428Z,8.466507177033495,2.050239234449761,-3.882775119617225,25
2021-02-24T10:13:29.434Z,8.354066985645932,-5.555023923444977,0.5023923444976076,25
2021-02-24T10:13:29.439Z,6.289473684210527,1.5909090909090908,-1.9569377990430623,25
2021-02-24T10:13:29.444Z,12.739234449760765,-5.368421052631579,-2.076555023923445,25
2021-02-24T10:13:29.450Z,12.35885167464115,-2.4449760765550237,-2.1435406698564594,25
2021-02-24T10:13:29.455Z,5.282296650717703,-0.6124401913875598,-3.892344497607656,25
2021-02-24T10:13:29.460Z,3.1076555023923444,-3.3779904306220097,-3.6889952153110053,25
2021-02-24T10:13:29.466Z,11.595693779904304,1.1578947368421053,-0.8516746411483254,25
2021-02-24T10:13:29.471Z,14.633971291866029,-7.3181818181818175,-0.10287081339712917,25
2021-02-24T10:13:29.476Z,5.4162679425837315,-0.5478468899521531,-5.7105263157894735,25
2021-02-24T10:13:29.481Z,6.782296650717702,-2.9880382775119623,-3.3995215311004783,25
2021-02-24T10:13:29.487Z,13.148325358851675,-2.6076555023923444,-2.1794258373205744,25
2021-02-24T10:13:29.492Z,5.4330143540669855,-2.0669856459330145,-1.375598086124402,25
2021-02-24T10:13:29.497Z,-0.4617224880382775,-2.9449760765550237,-10.311004784688997,25
2021-02-24T10:13:29.503Z,14.37799043062201,-1.208133971291866,3.937799043062201,25
2021-02-24T10:13:29.508Z,17.89952153110048,-8.02153110047847,-3.772727272727273,25
2021-02-24T10:13:29.513Z,6.339712918660287,2.6387559808612444,-4.84688995215311,25
2021-02-24T10:13:29.519Z,4.100478468899522,-5.722488038277513,-2.882775119617225,25
2021-02-24T10:13:29.524Z,9.552631578947368,-2.9688995215311005,-6.392344497607655,25
2021-02-24T10:13:29.529Z,13.275119617224881,-2.763157894736842,5.363636363636363,25
2021-02-24T10:13:29.535Z,11.480861244019136,-4.638755980861244,-9.964114832535886,25
2021-02-24T10:13:29.540Z,-0.29186602870813394,2.2511961722488043,-2.126794258373206,25
2021-02-24T10:13:29.545Z,3.397129186602871,-6.598086124401914,-4.533492822966507,25
2021-02-24T10:13:29.550Z,9.873205741626792,-1.2320574162679423,-4.074162679425838,25
2021-02-24T10:13:29.556Z,12.583732057416267,-4.815789473684211,0.9880382775119616,25
2021-02-24T10:13:29.561Z,15.41866028708134,-4.600478468899521,-10.483253588516746,25
2021-02-24T10:13:29.566Z,8.830143540669857,-2.6004784688995217,-0.0023923444976076554,25
2021-02-24T10:13:29.572Z,-3.4497607655502387,-2.2081339712918657,-8.23444976076555,25
2021-02-24T10:13:29.577Z,6.303827751196174,0.014354066985645932,-4.083732057416268,25
2021-02-24T10:13:29.582Z,20.007177033492827,-11.294258373205741,5.1913875598086126,25
2021-02-24T10:13:29.588Z,6.4330143540669855,1.803827751196172,-15.105263157894735,25
2021-02-24T10:13:29.593Z,4.79665071770335,-0.6842105263157895,0.28468899521531105,25
2021-02-24T10:13:29.598Z,10.921052631578947,-6.787081339712919,-5.758373205741629,25
2021-02-24T10:13:29.603Z,6.035885167464116,0.7846889952153109,-8.282296650717702,25
2021-02-24T10:13:29.609Z,6.574162679425838,-7.5669856459330145,0.5358851674641149,25
2021-02-24T10:13:29.614Z,9.519138755980864,1.2177033492822966,-10.688995215311003,25
2021-02-24T10:13:29.619Z,12.844497607655502,-6.277511961722487,0.4856459330143541,25
2021-02-24T10:13:29.625Z,7.538277511961723,-3.2894736842105265,-4.911483253588517,25
2021-02-24T10:13:29.630Z,-1.4186602870813396,0.4688995215311005,-10.088516746411484,25
