date,Accelerometer (z) [m/s2],Accelerometer (x) [m/s2],Accelerometer (y) [m/s2],temperature [°C]
2021-02-24T08:30:28.935Z,8.897129186602871,-3.4090909090909087,4.3086124401913874,25
2021-02-24T08:30:28.940Z,15.578947368421053,-1.7894736842105263,3.7607655502392334,25
2021-02-24T08:30:28.946Z,10.279904306220095,2.0,-7.777511961722487,25
2021-02-24T08:30:28.951Z,11.636363636363635,-1.875598086124402,4.9952153110047846,25
2021-02-24T08:30:28.956Z,4.921052631578949,-2.5645933014354068,0.6076555023923444,25
2021-02-24T08:30:28.962Z,7.511961722488039,-6.904306220095693,-9.07177033492823,25
2021-02-24T08:30:28.967Z,10.105263157894736,6.160287081339713,1.7440191387559811,25
2021-02-24T08:30:28.972Z,14.832535885167465,-6.485645933014354,-4.5,25
2021-02-24T08:30:28.978Z,4.1291866028708135,-0.8660287081339713,4.327751196172248,25
2021-02-24T08:30:28.983Z,10.954545454545457,0.5550239234449761,-9.58133971291866,25
2021-02-24T08:30:28.988Z,15.504784688995215,-8.035885167464114,6.258373205741629,25
2021-02-24T08:30:28.994Z,6.193779904306219,0.8277511961722488,-7.380382775119617,25
2021-02-24T08:30:28.999Z,9.9066985645933,-7.4760765550239245,-0.8157894736842105,25
2021-02-24T08:30:29.004Z,11.074162679425838,3.284688995215311,8.516746411483254,25
2021-02-24T08:30:29.009Z,4.8086124401913874,-4.5861244019138745,-15.794258373205741,25
2021-02-24T08:30:29.015Z,11.665071770334928,-3.923444976076555,6.014354066985646,25
2021-02-24T08:30:29.020Z,8.342105263157897,-5.361244019138756,-3.4569377990430623,25
2021-02-24T08:30:29.025Z,12.167464114832535,-1.0143540669856461,-3.313397129186603,25
2021-02-24T08:30:29.031Z,6.0,-3.071770334928229,4.686602870813396,25
2021-02-24T08:30:29.036Z,11.244019138755979,-3.834928229665072,-10.779904306220095,25
2021-02-24T08:30:29.041Z,10.744019138755979,-7.638755980861244,9.105263157894736,25
2021-02-24T08:30:29.047Z,5.645933014354067,1.1435406698564594,-14.47846889952153,25
2021-02-24T08:30:29.052Z,10.885167464114833,-3.8397129186602874,10.052631578947368,25
2021-02-24T08:30:29.057Z,12.397129186602873,-9.502392344497608,-8.514354066985646,25
