iter	Logloss
159	0.05873377336
160	0.05849083467
161	0.05812620433
162	0.05792650649
163	0.05772977091
164	0.05763570807
165	0.05735459961
166	0.05727271442
167	0.05710642067
168	0.05694294821
169	0.05672860911
170	0.05641268161
171	0.05629625149
172	0.05605699737
173	0.0559849764
174	0.05564789927
175	0.05540598898
176	0.05525819251
177	0.05498740282
178	0.05487927582
179	0.05457442154
180	0.05432812767
181	0.05417955933
182	0.05412434928
183	0.0539700027
184	0.0538713777
185	0.05369645827
186	0.05354409797
187	0.05339900654
188	0.05320691775
189	0.05294526545
190	0.0528634222
191	0.05264574448
192	0.05245341243
193	0.0522493067
194	0.05208001158
195	0.05192861266
196	0.05175057482
197	0.05157230345
198	0.05142979531
199	0.05124941283
200	0.05106143676
201	0.05076442964
202	0.05057227174
203	0.05039436391
204	0.05017112248
205	0.05000353422
206	0.04983211
207	0.04969749459
208	0.04954311568
209	0.04941268497
210	0.04931007498
211	0.04913440697
212	0.04886947829
213	0.0486876434
214	0.04851535129
215	0.04828355083
216	0.04807964928
217	0.04796075846
218	0.04789973931
219	0.04774469063
220	0.04760428124
221	0.0475444178
222	0.04738274895
223	0.04721976737
224	0.04712112998
225	0.04705376909
226	0.04699205076
227	0.04682297951
228	0.04664845614
229	0.04650673099
230	0.04629834926
231	0.04619871743
232	0.04606433645
233	0.04591038101
234	0.04573053249
235	0.04546948485
236	0.04536492078
237	0.04520629942
238	0.04515045054
239	0.04499532114
240	0.04485639904
241	0.04472385605
242	0.04466303842
243	0.04452337764
244	0.04435452205
245	0.04426321087
246	0.04422048398
247	0.0441101644
248	0.0440302946
249	0.04389731282
250	0.04374410003
251	0.04361603436
252	0.04345839651
253	0.04330043113
254	0.04323469502
255	0.04311403559
256	0.04293268969
257	0.04284652342
258	0.04274955628
259	0.04264659237
260	0.04259657023
261	0.0424447785
262	0.04234819072
263	0.04215464054
264	0.04206818368
265	0.04197050963
266	0.04185961061
267	0.04170567299
268	0.04155439424
269	0.04143367145
270	0.04131733905
271	0.04125213115
272	0.04120740589
273	0.04104855597
274	0.04101156327
275	0.04090581777
276	0.04079118916
277	0.04076751808
278	0.0406758052
279	0.04062335841
280	0.04053925952
281	0.04047377788
282	0.04034944683
283	0.04029937353
284	0.04022637786
285	0.0400907447
286	0.04006131604
287	0.04002437819
288	0.03984796836
289	0.03977074788
290	0.03969456076
291	0.03963255437
292	0.03957106272
293	0.03950926632
294	0.03941199597
295	0.03934264856
296	0.03922725818
297	0.03914994043
298	0.03905748146
299	0.03898893787
300	0.03884726568
301	0.03873742231
302	0.03865843091
303	0.03860787315
304	0.03847340325
305	0.03844860008
306	0.0383987914
307	0.03830085117
308	0.03816327932
309	0.03801690181
310	0.03792323211
311	0.03783901904
312	0.03770724672
313	0.0376704402
314	0.0375794581
315	0.0375318748
316	0.03742805354
317	0.03732620239
318	0.03724857959
319	0.03713185843
320	0.03698535803
321	0.03692472648
322	0.03685478182
323	0.03677886412
324	0.0366400586
325	0.03654506336
326	0.03645584431
327	0.03640548512
328	0.03634137247
329	0.03622670127
330	0.03613981198
331	0.03611228364
332	0.03606622564
333	0.035982933
334	0.03591194173
335	0.03579468516
336	0.03566164073
337	0.03552308138
338	0.03536629537
339	0.03521116408
340	0.03512767943
341	0.03507717502
342	0.03503166933
343	0.03489622129
344	0.03480985102
345	0.03472859424
346	0.03467184613
347	0.03456716091
348	0.03450265024
349	0.03444911598
350	0.0343544257
351	0.03429248458
352	0.0342316516
353	0.03418349149
354	0.03411031694
355	0.03406523789
356	0.03392532298
357	0.03379505646
358	0.03369152701
359	0.03356687152
360	0.03355110678
361	0.033501153
362	0.03347310026
363	0.03336290902
364	0.03325003024
365	0.03317560616
366	0.03307814239
367	0.03295376437
368	0.03285217348
369	0.03274945851
370	0.03267389604
371	0.03258600807
372	0.03247719034
373	0.0323768705
374	0.03230832853
375	0.03225389582
376	0.03221901509
377	0.03213770891
378	0.0320722237
379	0.03199158142
380	0.03192704782
381	0.03185407412
382	0.03175887138
383	0.03171387989
384	0.03162704216
385	0.03151138973
386	0.03143931888
387	0.0313517021
388	0.03125895572
389	0.03119593499
390	0.03111498735
391	0.03103494377
392	0.03096576581
393	0.03091665546
394	0.03074841821
395	0.03070200229
396	0.03068194234
397	0.03060779218
398	0.03057146011
399	0.03050928284
400	0.03039727751
401	0.03030643752
402	0.03025158777
403	0.03021605104
404	0.03014987533
405	0.03009593367
406	0.03001196216
407	0.02991786955
408	0.02984449532
409	0.02982602955
410	0.02976806374
411	0.02969092657
412	0.02966134207
413	0.02958001537
414	0.02945219153
415	0.02943529121
416	0.0293748507
417	0.02929069071
418	0.02921098308
419	0.02905991223
420	0.0290211602
421	0.02899221623
422	0.02896209125
423	0.02891377953
424	0.02883854215
425	0.02874921099
426	0.02870822707
427	0.0286179009
428	0.02860084144
429	0.02855481833
430	0.02850473012
431	0.02846942532
432	0.02840363902
433	0.0283298217
434	0.02826106187
435	0.02819174397
436	0.02812846812
437	0.02805107477
438	0.02802232834
439	0.02800943217
440	0.02798892207
441	0.02788880042
442	0.02781305564
443	0.02775281184
444	0.02764760249
445	0.02761098654
446	0.02751304454
447	0.02739857773
448	0.02730621297
449	0.02726138524
450	0.02724146781
451	0.02716674892
452	0.02712285872
453	0.02703615546
454	0.02702213252
455	0.02695836717
456	0.0269245023
457	0.02682361755
458	0.02672527446
459	0.02663707357
460	0.0265622191
461	0.02653437487
462	0.02646914064
463	0.02638989441
464	0.02637214733
465	0.02628779853
466	0.02627800748
467	0.02624761512
468	0.02620556535
469	0.0261360218
470	0.02609167798
471	0.02603363536
472	0.02600437346
473	0.02595991026
474	0.02589863577
475	0.02585474359
476	0.02581098737
477	0.02575094611
478	0.02569861339
479	0.02564619862
480	0.02556556805
481	0.0255300005
482	0.02548060637
483	0.02542504267
484	0.02535608895
485	0.02530280646
486	0.02523452181
487	0.02515927312
488	0.02508661474
489	0.02502133834
490	0.02494597033
491	0.02487064805
492	0.02485884325
493	0.02481209172
494	0.02470146944
495	0.02463171476
496	0.02456794043
497	0.02454178154
498	0.02449917538
499	0.02446512896
500	0.02439917028
501	0.02434983034
502	0.02428272281
503	0.02422210334
504	0.02419870087
505	0.02414308558
506	0.02410608036
507	0.02406326637
508	0.02404943437
509	0.0240031429
510	0.02392858639
511	0.02388686973
512	0.02383179487
513	0.0237683673
514	0.02371732434
515	0.02368119073
516	0.02360546196
517	0.02358456917
518	0.02353067947
519	0.02350971636
520	0.02341833977
521	0.02337199847
522	0.02333852952
523	0.02327636046
524	0.02322247277
525	0.02315795026
526	0.0231279468
527	0.02306830566
528	0.0230127467
529	0.02298391254
530	0.02293748319
531	0.02289020337
532	0.02284358409
533	0.02283016317
534	0.02280050614
535	0.02278639017
536	0.02275272793
537	0.02268802069
538	0.0226361816
539	0.02259644886
540	0.02257194355
541	0.02255119988
542	0.02253257557
543	0.02249129625
544	0.02240514658
545	0.02239028313
546	0.02235851267
547	0.02233761864
548	0.02227165186
549	0.02225754221
550	0.02221972605
551	0.02217697476
552	0.0221414683
553	0.02207148702
554	0.02200444026
555	0.02196952673
556	0.02192137743
557	0.02184044557
558	0.02178537451
559	0.02176798103
560	0.02173935159
561	0.02170484568
562	0.02163198815
563	0.02157983129
564	0.02155458636
565	0.02150310023
566	0.02148311167
567	0.02146005741
568	0.02143766201
569	0.02137985
570	0.02130935759
571	0.02127721992
572	0.02123518746
573	0.02118685525
574	0.02113453395
575	0.02111575005
576	0.02108205966
577	0.02103247257
578	0.02101377501
579	0.02100155808
580	0.02095759436
581	0.02089661763
582	0.0208495505
583	0.02083126689
584	0.02079834407
585	0.02075986036
586	0.02071869891
587	0.02065140857
588	0.0206307482
589	0.02058054998
590	0.02053016663
591	0.02050894881
592	0.02047781598
593	0.02042730629
594	0.02039518267
595	0.02033462174
596	0.02028268604
597	0.02026382659
598	0.02023273077
599	0.02020565225
600	0.02016169697
601	0.02010951699
602	0.02007573092
603	0.0200371435
604	0.02002912234
605	0.01999906824
606	0.0199402636
607	0.01990010354
608	0.01984836054
609	0.01977458501
610	0.01970624253
611	0.01967844409
612	0.01962857284
613	0.01960608823
614	0.01958433221
615	0.01956964875
616	0.01949375047
617	0.01942306812
618	0.01936325392
619	0.01933043049
620	0.01930836458
621	0.01926858618
622	0.01923569228
623	0.01915260342
624	0.01912612585
625	0.01910320037
626	0.01907235439
627	0.01902663084
628	0.01897631151
629	0.01896474785
630	0.01891128061
631	0.01889306136
632	0.01888713689
633	0.01882802073
634	0.01882100674
635	0.01877701173
636	0.01868224788
637	0.01864147154
638	0.01862936324
639	0.01858227798
640	0.01853239173
641	0.0184527014
642	0.01839171643
643	0.01836116348
644	0.01833922074
645	0.01832011259
646	0.01830523653
647	0.01825894455
648	0.01820045979
649	0.01814347451
650	0.01809048556
651	0.01803901178
652	0.01797683544
653	0.01796091951
654	0.0179281169
655	0.0178801252
656	0.01785795126
657	0.01781493509
658	0.01780403725
659	0.01776376861
660	0.01773398498
661	0.01769829467
662	0.01768865999
663	0.01767673902
664	0.0176499169
665	0.01762957814
666	0.01758382114
667	0.01752649981
668	0.01747678844
669	0.01742627678
670	0.01740299363
671	0.01732355519
672	0.01724987682
673	0.01723243122
674	0.01717599417
675	0.01714616435
676	0.01709207561
677	0.01707883725
678	0.01703950267
679	0.01698677824
680	0.01697677197
681	0.01695944923
682	0.01691400145
683	0.01686368372
684	0.01683066827
685	0.01680394978
686	0.01679797351
687	0.01679079033
688	0.01677260483
689	0.01671032382
690	0.01669494181
691	0.01664553984
692	0.01662594477
693	0.0166022562
694	0.01656471501
695	0.0165051475
696	0.01645911653
697	0.01643590279
698	0.01642911504
699	0.0164103915
700	0.01639421361
701	0.01636472712
702	0.01634306714
703	0.01630743853
704	0.01629960837
705	0.01625105122
706	0.0162391138
707	0.01620587938
708	0.01618833135
709	0.01617260675
710	0.01612894502
711	0.01610356142
712	0.01609152268
713	0.01604174036
714	0.01602003339
715	0.01597791726
716	0.01593358504
717	0.0158738772
718	0.01584125459
719	0.01580020283
720	0.01578988111
721	0.01575883726
722	0.01574087985
723	0.01570081178
724	0.01568924634
725	0.01563437949
726	0.01559990019
727	0.01554582014
728	0.01553414935
729	0.0154797411
730	0.01546781213
731	0.01541223556
732	0.01535851841
733	0.01530289683
734	0.01526023443
735	0.01521190316
736	0.0151818479
737	0.01515946743
738	0.01514618997
739	0.01514022995
740	0.01508503805
741	0.0150769935
742	0.01504848138
743	0.01499951191
744	0.01497953106
745	0.0149492379
746	0.01491673906
747	0.01487953612
748	0.01485550449
749	0.01481612175
750	0.01477753367
751	0.01475464157
752	0.01472136422
753	0.01468906419
754	0.01466392818
755	0.01463428236
756	0.0146266666
757	0.01459505537
758	0.01456576612
759	0.0145274562
760	0.01449659765
761	0.01449138417
762	0.01446880127
763	0.01442505989
764	0.01440636815
765	0.01439529959
766	0.01439127682
767	0.01436289316
768	0.01432148565
769	0.01430723415
770	0.01426854827
771	0.01422797974
772	0.01420996361
773	0.01419978052
774	0.01416021422
775	0.01413463312
776	0.01411657337
777	0.01409891929
778	0.01409166459
779	0.01408610688
780	0.01407964752
781	0.01405322305
782	0.01402782835
783	0.01398320359
784	0.01395452601
785	0.0139351089
786	0.01390574784
787	0.01387485857
788	0.01386278778
789	0.01381849233
790	0.01377630131
791	0.01377324566
792	0.01376078962
793	0.0137262514
794	0.0137213559
795	0.01370382616
796	0.01369439936
797	0.01365167169
798	0.01363896387
799	0.01361109361
800	0.01358452461
801	0.01355120461
802	0.01353740959
803	0.01350970157
804	0.01349307053
805	0.01346735528
806	0.01344951034
807	0.01341654995
808	0.01339480301
809	0.0133734509
810	0.01335719037
811	0.01333887599
812	0.013326455
813	0.01331907935
814	0.01329881431
815	0.01328302655
816	0.01326306633
817	0.0132424375
818	0.01323085143
819	0.01320472657
820	0.0131786194
821	0.01314387624
822	0.01312805023
823	0.01308966918
824	0.01306797856
825	0.01306237719
826	0.01303164743
827	0.0130157113
828	0.01298952372
829	0.01296505829
830	0.01293929704
831	0.01291886676
832	0.01287914295
833	0.01284245667
834	0.01282793807
835	0.01281329436
836	0.01278125014
837	0.01277840276
838	0.0127597988
839	0.01273695439
840	0.01271197228
841	0.01269943281
842	0.01267109823
843	0.01266596612
844	0.01266209401
845	0.01265140012
846	0.01263613716
847	0.01262092146
848	0.01259002752
849	0.01258630721
850	0.01256312745
851	0.01254959258
852	0.0125392916
853	0.0125341693
854	0.01252392467
855	0.01250937372
856	0.01249487787
857	0.01247284738
858	0.01245457999
859	0.01242264735
860	0.01239239072
861	0.01237865501
862	0.01236567503
863	0.01234430798
864	0.01230820163
865	0.01229680128
866	0.01225555676
867	0.0122470383
868	0.0122225661
869	0.01221755335
870	0.01218259718
871	0.01216539631
872	0.01214421203
873	0.01212686656
874	0.01209236855
875	0.01206535881
876	0.01204180289
877	0.01202990039
878	0.01200763398
879	0.01199587549
880	0.01197820509
881	0.01196193778
882	0.01193221274
883	0.01189821464
884	0.01187623042
885	0.01185611842
886	0.01184517259
887	0.01181209639
888	0.01180455741
889	0.01178221721
890	0.01177446203
891	0.01176429527
892	0.01174495202
893	0.01174165011
894	0.01171158917
895	0.01170287323
896	0.01168225161
897	0.01166946835
898	0.01163786867
899	0.01161220067
900	0.01159141601
901	0.01156929231
902	0.01155842299
903	0.01155558003
904	0.01152416612
905	0.01150648386
906	0.01150647285
907	0.01148218747
908	0.01147754912
909	0.01146827175
910	0.01145934066
911	0.01145046005
912	0.01142201008
913	0.01139116157
914	0.01138206185
915	0.0113750588
916	0.01135610685
917	0.01134822714
918	0.01134126812
919	0.01133450251
920	0.01133052074
921	0.01132165397
922	0.01129107155
923	0.01128519798
924	0.0112561838
925	0.01123393464
926	0.01122377467
927	0.01120013959
928	0.01119600963
929	0.01117557336
930	0.01115745451
931	0.011146582
932	0.0111368061
933	0.01112898076
934	0.01110520281
935	0.01107588671
936	0.01105618315
937	0.01104786215
938	0.01103023262
939	0.01101760948
940	0.01099447172
941	0.01097708631
942	0.01096370056
943	0.01095556457
944	0.01094900338
945	0.01094197572
946	0.01091998885
947	0.01089394787
948	0.01088229751
949	0.01087545322
950	0.01085244733
951	0.01084478376
952	0.01083586886
953	0.01082793751
954	0.01082604082
955	0.01081730203
956	0.01079190058
957	0.0107636231
958	0.01075627425
959	0.01074900762
960	0.01074166314
961	0.010726128
962	0.01069884955
963	0.01068609401
964	0.01066716861
965	0.01065999148
966	0.01064287428
967	0.01064286104
968	0.01061831138
969	0.0106015127
970	0.01058473039
971	0.01056299601
972	0.01055460431
973	0.01053108949
974	0.01052440873
975	0.01050629371
976	0.01048010294
977	0.01045873905
978	0.01045224034
979	0.01044914987
980	0.01043148011
981	0.01041600936
982	0.01039500896
983	0.0103744554
984	0.01036997083
985	0.01035284893
986	0.01034002138
987	0.01031749752
988	0.01029714064
989	0.01028290247
990	0.01026754297
991	0.01026428656
992	0.01024438675
993	0.0102425383
994	0.01023011681
995	0.01022106697
996	0.01021012593
997	0.01019159671
998	0.01018189577
999	0.01016174519
