sampleNum,label,std_acc_z,std_acc_x,std_acc_y,mean_acc_z,mean_acc_x,mean_acc_y,range_acc_z,range_acc_x,range_acc_y,std_gyro_z,std_gyro_x,std_gyro_y,mean_gyro_z,mean_gyro_x,mean_gyro_y,range_gyro_z,range_gyro_x,range_gyro_y
506,Reckless,25.76100196793742,12.735775161302252,35.25800926552003,7.031531100478472,-1.5770873205741618,-1.5644736842105258,137.7464114832536,82.11722488038276,156.52392344497608,0.9939988013864839,0.7799609468233811,0.45638682297317956,0.10827659574468072,-0.03280319148936171,0.051590425531914896,5.208510638297872,4.637234042553192,1.9042553191489362
507,Reckless,21.06660077299101,11.470808588003536,31.448370034631527,7.223522727272724,-1.2086901913875592,-0.7472069377990433,139.29904306220095,94.33492822966508,152.94019138755982,1.036102101128487,0.8003802084507238,0.3367511932514389,-0.048117021276595784,-0.02318617021276598,-0.030840425531914885,5.488297872340426,5.940425531914894,1.9170212765957446
508,Reckless,20.808698193035063,10.073214532957776,31.938939667309615,7.500669856459325,-0.9011124401913879,-1.0518660287081345,156.09090909090907,55.36602870813397,154.42583732057415,1.1262037480834963,0.717910751589487,0.3989024994165888,0.07078723404255315,-0.03123936170212766,-0.015547872340425532,5.973404255319149,4.3872340425531915,2.2595744680851064
509,Reckless,21.557615047161967,11.385147445147759,31.926693075894832,6.701148325358861,-1.012314593301435,-0.9670394736842107,117.43301435406698,66.5980861244019,148.29904306220095,0.466246535461704,0.6652178907524662,0.2598057276714728,-0.001212765957446814,0.0001542553191489393,0.0247872340425532,2.298936170212766,3.787234042553192,1.5329787234042551
510,Reckless,19.432936802381853,10.104841050148519,31.017947315181406,7.664168660287084,-1.06956937799043,-1.1292763157894725,124.94976076555024,99.9688995215311,156.66985645933013,0.6570569948302052,0.6396585423903538,0.31150604918663094,-0.02148404255319147,-0.01603723404255319,0.00834574468085106,3.254255319148936,3.8148936170212764,1.5659574468085107
511,Reckless,21.63872995115995,11.645180648160158,32.43850052503579,6.305729665071765,-0.7770992822966508,-2.247631578947371,142.97607655502392,63.15071770334928,153.6602870813397,0.8464206198982162,0.7272255985032294,0.5304208670365637,0.07532978723404263,-0.0649468085106383,0.010558510638297887,3.452127659574468,5.561702127659574,2.5329787234042556
512,Reckless,20.071546589779203,9.909535981549983,30.564945605615343,7.374443779904307,-1.1365430622009574,-1.3331578947368434,110.55263157894738,62.05980861244019,150.74162679425837,0.7591075278570842,0.5535241081958953,0.4476371671753397,-0.13910638297872352,-0.05587234042553189,0.003537234042553175,3.2393617021276606,3.051063829787234,1.9574468085106385
513,Reckless,22.100479018479152,11.276043461062578,31.198778181916236,6.513839712918664,-0.9293421052631575,-1.1612559808612428,134.2224880382775,57.55741626794257,155.99521531100478,0.6580261727163629,0.6825982205093817,0.37143163198755075,0.11121808510638295,-0.02434574468085109,0.05054255319148936,2.6734042553191486,3.6861702127659575,1.6787234042553192
514,Reckless,27.63328238875451,14.337577465856402,38.40513322730526,6.70977870813397,-0.7774461722488035,-1.9722667464114836,149.5263157894737,78.27511961722487,156.66985645933013,1.0664250727246232,0.9155202046834308,0.6085769295596484,-0.027218085106383006,-0.10998404255319146,-0.10229787234042556,4.352127659574468,6.061702127659574,2.858510638297872
515,Reckless,26.356239333951905,14.301666672113576,36.568858986343436,6.973660287081337,-1.1747248803827757,-0.6602631578947367,156.20813397129186,128.8444976076555,154.7775119617225,1.210296190175056,0.9998433544060106,0.7651934352498719,-0.0766808510638298,-0.11625531914893615,0.1471223404255319,5.903191489361702,7.71063829787234,4.412765957446808
