date,Accelerometer (z) [m/s2],Accelerometer (x) [m/s2],Accelerometer (y) [m/s2],temperature [°C]
2021-04-16T14:46:59.600Z,-2.555023923444976,9.251196172248804,-1.8588516746411483,25
2021-04-16T14:46:59.605Z,-1.5167464114832536,7.882775119617225,0.5406698564593302,25
2021-04-16T14:46:59.610Z,-1.4497607655502391,9.433014354066986,-1.069377990430622,25
2021-04-16T14:46:59.615Z,-2.287081339712919,10.63157894736842,-1.15311004784689,25
2021-04-16T14:46:59.620Z,-1.2392344497607657,10.696172248803828,1.9593301435406696,25
2021-04-16T14:46:59.625Z,-0.9234449760765552,11.303827751196172,1.708133971291866,25
2021-04-16T14:46:59.630Z,-1.937799043062201,9.578947368421051,-1.0980861244019138,25
2021-04-16T14:46:59.635Z,-1.0789473684210529,10.078947368421051,-0.7033492822966507,25
2021-04-16T14:46:59.640Z,-1.9258373205741623,8.397129186602871,-1.5215311004784688,25
2021-04-16T14:46:59.645Z,-2.437799043062201,8.854066985645932,-3.0526315789473686,25
2021-04-16T14:46:59.650Z,-3.363636363636364,12.47846889952153,-3.411483253588517,25
2021-04-16T14:46:59.655Z,-0.6004784688995215,4.172248803827751,0.1100478468899521,25
2021-04-16T14:46:59.660Z,-0.2822966507177033,3.473684210526316,0.2990430622009569,25
2021-04-16T14:46:59.665Z,-1.8397129186602872,4.947368421052632,-3.5813397129186604,25
2021-04-16T14:46:59.670Z,-2.227272727272727,6.145933014354067,-5.720095693779904,25
2021-04-16T14:46:59.675Z,-1.8803827751196167,9.090909090909092,-1.763157894736842,25
2021-04-16T14:46:59.680Z,-0.3875598086124402,6.62200956937799,-1.8636363636363635,25
2021-04-16T14:46:59.685Z,-0.9617224880382776,7.057416267942584,-2.291866028708134,25
2021-04-16T14:46:59.690Z,0.9593301435406698,7.6746411483253585,3.6052631578947367,25
2021-04-16T14:46:59.695Z,-0.0382775119617224,7.956937799043062,4.811004784688995,25
2021-04-16T14:46:59.700Z,-0.0741626794258373,10.260765550239237,1.6363636363636365,25
2021-04-16T14:46:59.705Z,-2.136363636363636,8.145933014354068,-5.026315789473684,25
2021-04-16T14:46:59.710Z,-3.657894736842105,8.736842105263158,-7.019138755980861,25
2021-04-16T14:46:59.715Z,-2.0334928229665072,13.37799043062201,-0.9234449760765552,25
2021-04-16T14:46:59.720Z,-1.1985645933014355,5.760765550239235,0.2344497607655502,25
2021-04-16T14:46:59.725Z,-0.5406698564593302,7.423444976076555,1.1267942583732058,25
2021-04-16T14:46:59.730Z,-1.813397129186603,9.20574162679426,2.311004784688995,25
2021-04-16T14:46:59.735Z,-0.5143540669856459,4.547846889952153,0.9545454545454546,25
2021-04-16T14:46:59.740Z,-3.055023923444976,10.952153110047847,-2.098086124401914,25
2021-04-16T14:46:59.745Z,-3.650717703349282,5.208133971291866,-6.196172248803828,25
2021-04-16T14:46:59.750Z,-2.389952153110048,10.198564593301436,-1.0239234449760766,25
2021-04-16T14:46:59.755Z,0.5191387559808612,7.777511961722488,4.220095693779904,25
2021-04-16T14:46:59.760Z,-2.6435406698564594,6.145933014354067,-4.605263157894737,25
2021-04-16T14:46:59.765Z,-3.028708133971292,16.279904306220097,-1.437799043062201,25
2021-04-16T14:46:59.771Z,-0.3181818181818182,7.6746411483253585,3.715311004784689,25
2021-04-16T14:46:59.776Z,0.0143540669856459,5.430622009569378,0.485645933014354,25
2021-04-16T14:46:59.781Z,-3.954545454545455,12.557416267942584,-7.361244019138756,25
2021-04-16T14:46:59.786Z,-6.184210526315789,11.308612440191387,-8.380382775119617,25
2021-04-16T14:46:59.791Z,-0.3157894736842105,7.521531100478469,3.971291866028708,25
2021-04-16T14:46:59.796Z,0.4760765550239234,5.77511961722488,6.035885167464115,25
2021-04-16T14:46:59.801Z,-1.8086124401913877,5.660287081339713,-2.598086124401914,25
2021-04-16T14:46:59.806Z,-3.327751196172249,9.940191387559809,-4.20334928229665,25
2021-04-16T14:46:59.811Z,-0.8827751196172249,10.198564593301436,2.555023923444976,25
2021-04-16T14:46:59.816Z,0.9880382775119616,4.744019138755981,4.342105263157895,25
2021-04-16T14:46:59.821Z,-1.2870813397129186,5.605263157894737,-2.167464114832536,25
2021-04-16T14:46:59.826Z,-3.0813397129186604,10.110047846889952,-5.294258373205742,25
2021-04-16T14:46:59.831Z,-2.514354066985646,16.789473684210527,0.3014354066985646,25
2021-04-16T14:46:59.836Z,0.4114832535885167,7.1028708133971294,0.9545454545454546,25
2021-04-16T14:46:59.841Z,-1.91866028708134,10.595693779904304,-6.27511961722488,25
2021-04-16T14:46:59.846Z,-2.0789473684210527,10.043062200956935,-3.784688995215311,25
2021-04-16T14:46:59.851Z,-2.712918660287081,9.626794258373206,-2.5598086124401918,25
2021-04-16T14:46:59.856Z,-2.784688995215311,11.028708133971293,-4.023923444976076,25
2021-04-16T14:46:59.861Z,-3.0933014354066986,11.880382775119616,-4.1913875598086126,25
2021-04-16T14:46:59.866Z,-1.5215311004784688,5.952153110047847,-2.421052631578948,25
2021-04-16T14:46:59.871Z,-2.6937799043062203,8.971291866028707,-2.964114832535885,25
2021-04-16T14:46:59.876Z,-0.0598086124401913,5.009569377990431,0.6148325358851675,25
2021-04-16T14:46:59.881Z,-0.8947368421052632,2.9425837320574164,-2.8851674641148324,25
2021-04-16T14:46:59.886Z,-3.011961722488038,13.083732057416269,-2.952153110047847,25
2021-04-16T14:46:59.891Z,-0.2583732057416268,10.497607655502392,0.777511961722488,25
2021-04-16T14:46:59.896Z,0.6507177033492823,6.251196172248804,-0.7942583732057417,25
2021-04-16T14:46:59.901Z,0.0430622009569378,16.251196172248804,2.0789473684210527,25
2021-04-16T14:46:59.906Z,0.3588516746411483,6.399521531100478,4.435406698564593,25
2021-04-16T14:46:59.911Z,2.7033492822966507,3.011961722488038,12.574162679425838,25
2021-04-16T14:46:59.916Z,3.6818181818181817,-2.2822966507177034,10.980861244019138,25
2021-04-16T14:46:59.921Z,-6.708133971291866,0.5550239234449761,-11.80622009569378,25
