date,Gyroscope (z) [rad/s],Gyroscope (x) [rad/s],Gyroscope (y) [rad/s],temperature [°C]
2021-02-24T09:01:56.444Z,0.05,-0.013829787234042552,0.023404255319148932,25
2021-02-24T09:01:56.453Z,0.030851063829787237,-0.02127659574468085,0.01702127659574468,25
2021-02-24T09:01:56.463Z,0.01808510638297872,-0.027659574468085105,0.007446808510638298,25
2021-02-24T09:01:56.472Z,0.013829787234042552,-0.023404255319148932,-0.0031914893617021275,25
2021-02-24T09:01:56.482Z,0.01702127659574468,-0.014893617021276596,-0.013829787234042552,25
2021-02-24T09:01:56.491Z,0.02234042553191489,0.002127659574468085,-0.02553191489361702,25
2021-02-24T09:01:56.501Z,0.02127659574468085,0.01702127659574468,-0.03404255319148936,25
2021-02-24T09:01:56.510Z,0.0053191489361702135,0.02872340425531915,-0.030851063829787237,25
2021-02-24T09:01:56.520Z,-0.024468085106382983,0.01914893617021277,-0.02872340425531915,25
2021-02-24T09:01:56.529Z,-0.06914893617021277,-0.010638297872340424,-0.026595744680851064,25
2021-02-24T09:01:56.539Z,-0.11063829787234042,-0.031914893617021274,-0.02234042553191489,25
2021-02-24T09:01:56.549Z,-0.11170212765957446,-0.03617021276595744,-0.024468085106382983,25
2021-02-24T09:01:56.558Z,-0.07446808510638298,-0.01276595744680851,-0.027659574468085105,25
2021-02-24T09:01:56.568Z,-0.01914893617021277,0.0031914893617021275,-0.02872340425531915,25
2021-02-24T09:01:56.577Z,0.027659574468085105,0.002127659574468085,-0.031914893617021274,25
2021-02-24T09:01:56.587Z,0.048936170212765966,-0.015957446808510637,-0.035106382978723406,25
2021-02-24T09:01:56.596Z,0.04680851063829787,-0.023404255319148932,-0.04042553191489362,25
2021-02-24T09:01:56.606Z,0.03829787234042553,-0.01276595744680851,-0.048936170212765966,25
2021-02-24T09:01:56.615Z,0.039361702127659576,-0.007446808510638298,-0.052127659574468084,25
2021-02-24T09:01:56.625Z,0.039361702127659576,-0.01170212765957447,-0.05319148936170213,25
2021-02-24T09:01:56.634Z,0.031914893617021274,-0.013829787234042552,-0.05638297872340425,25
2021-02-24T09:01:56.644Z,0.013829787234042552,-0.013829787234042552,-0.058510638297872335,25
2021-02-24T09:01:56.653Z,-0.0010638297872340426,-0.010638297872340424,-0.05425531914893617,25
2021-02-24T09:01:56.663Z,-0.02127659574468085,-0.01170212765957447,-0.05319148936170213,25
2021-02-24T09:01:56.673Z,-0.03723404255319149,-0.010638297872340424,-0.05,25
2021-02-24T09:01:56.682Z,-0.0425531914893617,-0.13404255319148936,-0.05425531914893617,25
2021-02-24T09:01:56.692Z,-0.04574468085106383,-0.0574468085106383,-0.035106382978723406,25
2021-02-24T09:01:56.701Z,-0.06702127659574468,0.08085106382978724,-0.0053191489361702135,25
2021-02-24T09:01:56.711Z,-0.048936170212765966,0.08191489361702127,-0.03829787234042553,25
2021-02-24T09:01:56.720Z,-0.02553191489361702,-0.026595744680851064,-0.03829787234042553,25
2021-02-24T09:01:56.730Z,-0.08297872340425531,-0.08829787234042552,-0.024468085106382983,25
2021-02-24T09:01:56.739Z,-0.2,0.002127659574468085,0.007446808510638298,25
2021-02-24T09:01:56.749Z,-0.2638297872340425,0.059574468085106386,0.039361702127659576,25
2021-02-24T09:01:56.758Z,-0.25851063829787235,0.01702127659574468,0.03723404255319149,25
2021-02-24T09:01:56.768Z,-0.2521276595744681,-0.03829787234042553,0.02127659574468085,25
2021-02-24T09:01:56.778Z,-0.274468085106383,-0.07340425531914893,0.009574468085106385,25
2021-02-24T09:01:56.787Z,-0.2712765957446808,-0.07446808510638298,0.00425531914893617,25
2021-02-24T09:01:56.797Z,-0.22446808510638294,0.010638297872340424,0.010638297872340424,25
2021-02-24T09:01:56.806Z,-0.1553191489361702,0.09893617021276596,0.01808510638297872,25
2021-02-24T09:01:56.816Z,-0.09042553191489362,0.1095744680851064,0.02021276595744681,25
2021-02-24T09:01:56.825Z,-0.1074468085106383,0.0,-0.0031914893617021275,25
2021-02-24T09:01:56.835Z,-0.2127659574468085,-0.07659574468085106,0.00851063829787234,25
2021-02-24T09:01:56.844Z,-0.2829787234042553,-0.16489361702127658,0.01702127659574468,25
2021-02-24T09:01:56.854Z,-0.2904255319148936,-0.1,0.014893617021276596,25
2021-02-24T09:01:56.863Z,-0.16595744680851066,0.00851063829787234,0.02553191489361702,25
2021-02-24T09:01:56.873Z,-0.16702127659574467,-0.007446808510638298,0.0010638297872340426,25
2021-02-24T09:01:56.882Z,-0.1893617021276596,-0.03723404255319149,-0.01702127659574468,25
2021-02-24T09:01:56.892Z,-0.14893617021276595,-0.0010638297872340426,-0.03297872340425532,25
2021-02-24T09:01:56.902Z,-0.11170212765957446,0.03297872340425532,-0.041489361702127664,25
2021-02-24T09:01:56.911Z,-0.10212765957446808,0.024468085106382983,-0.059574468085106386,25
2021-02-24T09:01:56.921Z,-0.061702127659574474,0.007446808510638298,-0.06702127659574468,25
2021-02-24T09:01:56.930Z,-0.01702127659574468,-0.03829787234042553,-0.08085106382978724,25
