date,Gyroscope (z) [rad/s],Gyroscope (x) [rad/s],Gyroscope (y) [rad/s],temperature [°C]
2021-02-24T09:38:54.495Z,0.5553191489361702,0.03723404255319149,-0.08936170212765958,25
2021-02-24T09:38:54.505Z,0.4787234042553192,-0.3,-0.05531914893617021,25
2021-02-24T09:38:54.515Z,0.42446808510638295,-0.18723404255319148,-0.06914893617021277,25
2021-02-24T09:38:54.525Z,0.5191489361702127,0.15319148936170213,0.029787234042553193,25
2021-02-24T09:38:54.535Z,0.6170212765957447,0.061702127659574474,-0.006382978723404255,25
2021-02-24T09:38:54.545Z,0.5734042553191488,0.04680851063829787,-0.08723404255319149,25
2021-02-24T09:38:54.555Z,0.5446808510638298,0.04042553191489362,-0.1914893617021277,25
2021-02-24T09:38:54.565Z,0.4946808510638298,0.03404255319148936,-0.11808510638297873,25
2021-02-24T09:38:54.575Z,0.4404255319148936,0.05,-0.13297872340425532,25
2021-02-24T09:38:54.585Z,0.42659574468085104,0.0797872340425532,-0.03297872340425532,25
2021-02-24T09:38:54.595Z,0.3468085106382979,-0.07446808510638298,-0.07765957446808511,25
2021-02-24T09:38:54.605Z,0.2723404255319149,0.06063829787234042,-0.14468085106382975,25
2021-02-24T09:38:54.615Z,0.2276595744680851,-0.039361702127659576,-0.09148936170212764,25
2021-02-24T09:38:54.625Z,0.2627659574468085,-0.19680851063829788,-0.03617021276595744,25
2021-02-24T09:38:54.635Z,0.2191489361702128,-0.44680851063829785,-0.08297872340425531,25
2021-02-24T09:38:54.645Z,0.1574468085106383,0.015957446808510637,-0.039361702127659576,25
2021-02-24T09:38:54.655Z,0.07872340425531915,1.097872340425532,-0.1372340425531915,25
2021-02-24T09:38:54.665Z,0.1946808510638298,0.02872340425531915,-0.19787234042553192,25
2021-02-24T09:38:54.675Z,0.19787234042553192,-0.5925531914893617,-0.2,25
2021-02-24T09:38:54.685Z,0.09042553191489362,0.09361702127659574,-0.0053191489361702135,25
2021-02-24T09:38:54.695Z,0.08085106382978724,0.10319148936170212,-0.12234042553191488,25
2021-02-24T09:38:54.705Z,0.0010638297872340426,0.10638297872340426,-0.18617021276595744,25
2021-02-24T09:38:54.715Z,-0.0425531914893617,-0.10319148936170212,-0.0851063829787234,25
2021-02-24T09:38:54.725Z,-0.19787234042553192,0.3393617021276596,-0.14042553191489365,25
2021-02-24T09:38:54.735Z,-0.14361702127659576,-0.5010638297872341,-0.2872340425531915,25
2021-02-24T09:38:54.745Z,-0.2723404255319149,-0.28404255319148936,-0.1351063829787234,25
2021-02-24T09:38:54.755Z,-0.3606382978723404,0.039361702127659576,0.05425531914893617,25
2021-02-24T09:38:54.765Z,-0.4180851063829787,0.34361702127659577,-0.09361702127659574,25
2021-02-24T09:38:54.775Z,-0.44680851063829785,0.6712765957446809,-0.2074468085106383,25
2021-02-24T09:38:54.785Z,-0.2297872340425532,-0.5872340425531914,-0.35,25
2021-02-24T09:38:54.795Z,-0.24468085106382975,-1.081914893617021,-0.3319148936170213,25
2021-02-24T09:38:54.805Z,-0.2648936170212766,0.05531914893617021,-0.02872340425531915,25
2021-02-24T09:38:54.815Z,-0.1946808510638298,0.7361702127659574,0.052127659574468084,25
2021-02-24T09:38:54.825Z,-0.19574468085106386,0.425531914893617,-0.2202127659574468,25
2021-02-24T09:38:54.835Z,-0.07127659574468086,-0.1202127659574468,-0.4968085106382979,25
2021-02-24T09:38:54.845Z,-0.01170212765957447,-0.4638297872340426,-0.4063829787234042,25
2021-02-24T09:38:54.855Z,-0.014893617021276596,-0.4117021276595745,-0.06382978723404255,25
2021-02-24T09:38:54.865Z,-0.08085106382978724,0.5787234042553191,-0.04468085106382979,25
2021-02-24T09:38:54.875Z,-0.10212765957446808,-0.20425531914893616,-0.25,25
2021-02-24T09:38:54.885Z,-0.07340425531914893,0.10638297872340426,-0.35106382978723405,25
2021-02-24T09:38:54.895Z,-0.06595744680851064,-0.2478723404255319,-0.3414893617021277,25
2021-02-24T09:38:54.905Z,-0.05425531914893617,0.6,-0.3148936170212766,25
2021-02-24T09:38:54.915Z,-0.00425531914893617,-0.6521276595744679,-0.22127659574468084,25
2021-02-24T09:38:54.925Z,-0.04468085106382979,0.058510638297872335,-0.08085106382978724,25
2021-02-24T09:38:54.935Z,-0.03297872340425532,-0.09893617021276596,-0.2170212765957447,25
2021-02-24T09:38:54.945Z,-0.05,-0.4361702127659575,-0.3021276595744681,25
2021-02-24T09:38:54.955Z,-0.1723404255319149,0.3957446808510639,-0.15638297872340426,25
2021-02-24T09:38:54.965Z,-0.1595744680851064,0.2829787234042553,-0.3702127659574468,25
2021-02-24T09:38:54.975Z,-0.19680851063829788,-0.5117021276595745,-0.274468085106383,25
2021-02-24T09:38:54.985Z,-0.30851063829787234,-0.08297872340425531,-0.14893617021276595,25
2021-02-24T09:38:54.995Z,-0.3276595744680851,0.3882978723404255,-0.13829787234042554,25
2021-02-24T09:38:55.005Z,-0.25,-0.10212765957446808,-0.37340425531914895,25
2021-02-24T09:38:55.015Z,-0.22234042553191488,-0.23404255319148934,-0.4053191489361702,25
2021-02-24T09:38:55.025Z,-0.2202127659574468,0.12340425531914892,-0.26595744680851063,25
2021-02-24T09:38:55.035Z,-0.14361702127659576,0.3638297872340426,-0.1595744680851064,25
2021-02-24T09:38:55.045Z,-0.11914893617021274,-0.2074468085106383,0.03297872340425532,25
2021-02-24T09:38:55.055Z,0.04574468085106383,-0.44680851063829785,-0.20851063829787236,25
2021-02-24T09:38:55.065Z,0.09574468085106384,-0.25638297872340426,-0.3202127659574468,25
2021-02-24T09:38:55.075Z,0.07340425531914893,0.7829787234042553,0.11914893617021274,25
2021-02-24T09:38:55.085Z,0.24148936170212765,0.39680851063829786,0.027659574468085105,25
2021-02-24T09:38:55.095Z,0.3095744680851064,-0.6287234042553191,-0.11170212765957446,25
2021-02-24T09:38:55.105Z,0.17659574468085107,-0.01914893617021277,-0.1851063829787234,25
