date,Gyroscope (z) [rad/s],Gyroscope (x) [rad/s],Gyroscope (y) [rad/s],temperature [°C]
2021-04-16T14:20:56.555Z,-0.0595744680851063,-0.4287234042553191,-0.0180851063829787,25
2021-04-16T14:20:56.565Z,-0.0808510638297872,-0.3936170212765957,-0.0319148936170212,25
2021-04-16T14:20:56.575Z,-0.052127659574468,-0.4446808510638297,-0.0223404255319148,25
2021-04-16T14:20:56.585Z,-0.0531914893617021,-0.6223404255319149,-0.1,25
2021-04-16T14:20:56.595Z,-0.0329787234042553,-0.6404255319148936,-0.0191489361702127,25
2021-04-16T14:20:56.605Z,-0.0606382978723404,-0.6563829787234042,-0.1085106382978723,25
2021-04-16T14:20:56.615Z,-0.0606382978723404,-0.5638297872340425,-0.05,25
2021-04-16T14:20:56.626Z,-0.0372340425531914,-0.7553191489361702,-0.0968085106382978,25
2021-04-16T14:20:56.636Z,-0.0648936170212765,-0.6638297872340425,-0.0819148936170212,25
2021-04-16T14:20:56.646Z,-0.0382978723404255,-0.6861702127659575,-0.0797872340425532,25
2021-04-16T14:20:56.656Z,-0.0617021276595744,-0.6936170212765957,-0.1031914893617021,25
2021-04-16T14:20:56.666Z,-0.0436170212765957,-0.7329787234042553,-0.1063829787234042,25
2021-04-16T14:20:56.676Z,-0.0042553191489361,-0.7904255319148936,-0.0319148936170212,25
2021-04-16T14:20:56.686Z,0.0042553191489361,-0.8797872340425532,-0.1691489361702127,25
2021-04-16T14:20:56.696Z,0.0106382978723404,-0.8202127659574469,-0.0882978723404255,25
2021-04-16T14:20:56.706Z,0.0042553191489361,-0.7436170212765958,-0.0680851063829787,25
2021-04-16T14:20:56.716Z,0.001063829787234,-0.8702127659574468,-0.1319148936170212,25
2021-04-16T14:20:56.727Z,0.002127659574468,-0.7819148936170213,-0.0287234042553191,25
2021-04-16T14:20:56.737Z,-0.0063829787234042,-0.7404255319148936,-0.0297872340425531,25
2021-04-16T14:20:56.747Z,-0.0074468085106382,-0.7978723404255319,-0.0127659574468085,25
2021-04-16T14:20:56.757Z,-0.002127659574468,-0.7191489361702128,-0.0648936170212765,25
2021-04-16T14:20:56.767Z,0.0074468085106382,-0.8053191489361702,-0.0638297872340425,25
2021-04-16T14:20:56.777Z,0.0329787234042553,-0.6212765957446809,-0.0042553191489361,25
2021-04-16T14:20:56.787Z,0.0531914893617021,-0.9170212765957448,-0.0893617021276595,25
2021-04-16T14:20:56.797Z,0.0297872340425531,-0.6914893617021277,0.0117021276595744,25
2021-04-16T14:20:56.807Z,0.0170212765957446,-0.7138297872340426,-0.0276595744680851,25
2021-04-16T14:20:56.817Z,-0.0180851063829787,-0.5851063829787234,0.0212765957446808,25
